cpse_id,material_code,material_description,material_long_text,material_group_code,material_group_description,uom,manufacturer,plant_or_location,unit_price,currency,source_system,created_date,_true_material_id,_variant_style
SAIL,STL-FAS-705716,HEX NUT 8.8 M6 X 50MM IS 1364,,FST-90,Fasteners,PCS,Sundram Fasteners,Rourkela,29.04,INR,LEGACY_ERP,2024-07-22,MAT_04807,abbreviation_variation
IOCL,IOC-CAB-00037,XLPE  ARMOURED  CABLE  2C  95  SQMM  COPPER  IS  7098 *,Application: industrial service. Material: Copper. Size: 95 mm. Standard: IS 7098. Manufacturer: Polycab. Cores: 2.,CBL-80,Electrical Cables,MTR,,Gujarat,1491.71,INR,LEGACY_ERP,2020-09-03,MAT_00037,noisy_erp
SAIL,STL-FAS-709683,HEX NUT M20 X 25MM IS 1364,Application: industrial service. Material: SS316. Size: 20 mm. Standard: IS 1364. ,FST-90,Fasteners,NOS,Sundram Fasteners,Durgapur,1012.77,INR,SAP_ECC,2023-11-05,MAT_08774,missing_spec
CPCL,CPC-MOT-705800,TEFC  MOTOR  COPPER  WOUND  3KW  960RPM  FRAME  250  IS  12615,Application: industrial service. Material: Copper Wound. Size: 250 mm. Standard: IS 12615. ,MTR-70,Electrical Motors,SET,Crompton,Manali,385998.14,INR,SAP_MM,2017-11-05,MAT_04891,noisy_erp
IOCL,IOC-CAB-00577,XLPE ARMOURED CABLE 1C 16 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 16 mm. Standard: IS 7098. Manufacturer: Polycab. Cores: 1.,CBL-80,Electrical Cables,MET,Polycab,Paradip,812.2,INR,CUSTOM_ERP,2017-06-19,MAT_00577,verbose
CPCL,CPC-PIP-703665,ASTM A106 GR.B ERW PIPE 40NB SCH 80,Application: industrial service. Material: ASTM A106 GR.B. Size: 40 mm. Standard: ASTM A312. ,PIP-20,Piping Materials,M,ISMT,Ennore,8236.59,INR,LEGACY_ERP,2023-12-28,MAT_02756,missing_spec
ONGC,OGC-FAS-700495,6000 DEEP GROOVE BALL BRG 50MM ISO 15 MFR TIMKEN,,FST-90,Fasteners,PCS,Sundram Fasteners,Hazira,,,LEGACY_ERP,2024-04-30,MAT_00269,abbreviated
ONGC,OGC-MOT-706433,FLAMEPROOF MOTOR COPPER WOUND 11KW 2900RPM FRAME 90 IS 12615,Application: industrial service. Material: Copper Wound. Size: 90 mm. Standard: IS 12615. ,MTR-70,Electrical Motors,EA,,Mumbai Offshore,661421.35,INR,LEGACY_ERP,2022-12-24,MAT_05524,abbreviation_variation
IOCL,IOC-ALT-003507,XLPE ARMOURED CABLE 2C 25 SQMM COPPER IS 7098,,CBL-80,Electrical Cables,MTR,Finolex,Gujarat,1293.88,INR,SAP_MM,2018-04-27,MAT_00568,abbreviation_variation
NTPC,NTP-ALT-004982,"GATE  VALVE  CS  1""  CL  150  BS  5351 -",Application: industrial service. Material: CS. Size: 25 mm. Pressure class: 150. Standard: BS 5351.,VLV-10,Flow Control Valves,EA,Forbes Marshall,Korba,267392.42,INR,SAP_MM,2025-06-09,MAT_00118,standard_included
ONGC,OGC-BEA-705000,6000 CYLINDRICAL ROLLER BEARING,Application: industrial service. Material: Chrome Steel. Size: 50 mm. Standard: ISO 15. Manufacturer: FAG.,BRG-40,Rotating Equipment Bearings,NOS,,Hazira,,,SAP_MM,2021-02-23,MAT_04091,partial_description
IOCL,IOC-FIL-705847,PROCESS FILTER SS316 DN40 ASME B16.34,Application: industrial service. Material: SS316. Size: 40 mm. Standard: ASME B16.34. Manufacturer: Eaton.,FLT-100,Filtration Materials,EA,Eaton,Panipat,8717.35,INR,LEGACY_ERP,2021-09-03,MAT_04938,abbreviation_variation
IOCL,IOC-ALT-003724,SS304  PIPE  50MM  SCH  160  IS  1239,Application: industrial service. Material: SS304. Size: 50 mm. Standard: IS 1239. Schedule: 160.,PIP-20,Piping Materials,RM,Jindal SAW,Barauni,3610.93,INR,SAP_ECC,2022-07-23,MAT_00119,standard_included
CPCL,CPC-FAS-700021,"WN FLG CS 1.5"" CL 600 ASME B16.5",,FST-90,Fasteners,EA,Sundram Fasteners,Nagapattinam,1161.67,INR,SAP_MM,2022-10-16,MAT_00041,standard_included
ONGC,OGC-ALT-005024,BALL VALVE SS316 40MM CLASS 150 ASME B16.34,Application: industrial service. Material: SS316. Size: 40 mm. Pressure class: 150. Standard: ASME B16.34.,VLV-10,Flow Control Valves,NOS,,Hazira,200001.69,INR,LEGACY_ERP,2016-08-17,MAT_00033,verbose
IOCL,IOC-SEA-704772,LIP SEAL EPDM,Application: industrial service. Material: EPDM. Size: 50 mm. Standard: ISO 3069. Manufacturer: Hallite.,SEL-110,Mechanical Seals,EA,Hallite,Paradip,1329.16,INR,SAP_MM,2019-05-12,MAT_03863,partial_description
NTPC,NTP-ALT-005161,SLIP ON FLANGE SS304 200MM CL 300 ASME B16.5 MFR ISMT,Application: industrial service. Material: SS304. Size: 200 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,NOS,ISMT,Vijayawada,23962.96,INR,LEGACY_ERP,2024-09-12,MAT_00235,abbreviation_variation
IOCL,IOCSEA00201,"MECHANICAL SEAL ASME B16.20 3"" NBR/EPDM/PTFE",Application: industrial service. Material: NBR/EPDM/PTFE. Size: 80 mm. Standard: ASME B16.20. Manufacturer: Freudenberg.,SEL-110,Mechanical Seals,NOS,Freudenberg,Panipat,2173.71,INR,SAP_MM,2018-04-09,MAT_00201,reordered
ONGC,OGC-VAL-00546,GATE VALVE SS304 CL 150 BS 5351,,VLV-10,Flow Control Valves,NOS,L&T Valves,Hazira,201447.21,INR,SAP_ECC,2020-01-04,MAT_00546,missing_spec
IOCL,IOC-PIP-705700,ASTM A312 TP304 SEAMLESS PIPE 250NB SCH 160 IS 1239 MFR ISMT,Application: industrial service. Material: ASTM A312 TP304. Size: 250 mm. Standard: IS 1239. ,PIP-20,Piping Materials,RM,ISMT,Panipat,7553.63,INR,LEGACY_ERP,2022-10-22,MAT_04791,vendor_included
CPCL,CPC-FIL-00240,AIR FILTER CARBON STEEL/SS DN100 API 614,Application: industrial service. Material: Carbon Steel/SS. Size: 100 mm. Standard: API 614. Manufacturer: Donaldson.,FLT-100,Filtration Materials,NOS,,Chennai Refinery,,,CUSTOM_ERP,2020-06-05,MAT_00240,verbose
ONGC,OGC-VAL-707706,BALL VALVE SS316 DN200 CL300 API 6D,Application: industrial service. Material: SS316. Size: 200 mm. Pressure class: 300. Standard: API 6D. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,EA,,Ahmedabad,71313.58,INR,SAP_S4,2017-05-26,MAT_06797,abbreviation_variation
ONGC,OGC-MOT-706696,AC INDUCTION MOTOR ALUMINIUM WOUND 22KW 960RPM FRAME 90 IEC 60034,,MTR-70,Electrical Motors,EA,Crompton,Mumbai Offshore,149706.26,INR,SAP_MM,2025-10-10,MAT_05787,standard_included
SAIL,STL-CAB-708714,XLPE ARMOURED CABLE COPPER IS 1554 50 SQMM 2C,,CBL-80,Electrical Cables,MTR,Havells,Bokaro,1485.65,INR,SAP_ECC,2022-01-04,MAT_07805,reordered
IOCL,IOC-ALT-005076,BUTTERFLY VALVE CS,Application: industrial service. Material: CS. Size: 50 mm. Pressure class: 150. Standard: BS 5351.,VLV-10,Flow Control Valves,EACH,KSB,,78061.48,INR,SAP_ECC,2024-08-28,MAT_00014,verbose
CPCL,CPCPIP00585,LTCS PIPE,Application: industrial service. Material: LTCS. Size: 150 mm. Standard: API 5L. Schedule: 10S.,PIP-20,Piping Materials,MTR,Jindal SAW,Chennai Refinery,3993.42,INR,SAP_MM,2025-10-21,MAT_00585,partial_description
CPCL,CPC-ALT-005449,GLOBE VALVE SS316 DN150 CLASS 300 API 6D,,VLV-10,Flow Control Valves,EA,Audco India,Nagapattinam,51656.45,INR,SAP_MM,2022-02-17,MAT_00446,standard_included
CPCL,CPC-VAL-00575,GLOBE  VALVE  CS  25MM  CL  300  API  6D,Application: industrial service. Material: CS. Size: 25 mm. Pressure class: 300. Standard: API 6D.,VLV-10,Flow Control Valves,NOS,Audco India,Nagapattinam,88043.85,INR,SAP_MM,2016-03-05,MAT_00575,noisy_erp
NTPC,NTP-BEA-707677,ISO 492 NU200 BORE 70MM CYLINDRICAL ROLLER BEARING,Application: industrial service. Material: Bearing Steel. Size: 70 mm. Standard: ISO 492. Manufacturer: NBC.,BRG-40,Rotating Equipment Bearings,EA,,Dadri,41818.73,INR,SAP_MM,2022-09-23,MAT_06768,reordered
ONGC,OGC-ALT-005491,"PRESSURE TRANSMITTER SS316 1"" IEC 60770",Application: industrial service. Material: SS316. Size: 25 mm. Standard: IEC 60770. Manufacturer: ABB.,INS-120,Instrumentation,PCS,ABB,Uran,212807.96,INR,CUSTOM_ERP,2025-09-05,MAT_00208,mixed_format
CPCL,CPC-FIL-708461,STRAINER SS304 DN75 ISO 16889,,FLT-100,Filtration Materials,EA,Pall,Nagapattinam,,,CUSTOM_ERP,2019-04-14,MAT_07552,abbreviation_variation
CPCL,CPC-FLA-700422,"BUTTERFLY / VLV DI 1"" CL 300 API 6D",Application: industrial service. Material: SS316. Size: 15 mm. Pressure class: 900. Standard: ASME B16.5. Manufacturer: Metalfar.,FLG-30,Pipe Flanges & Fittings,NOS,Metalfar,,23414.23,INR,SAP_ECC,2018-11-15,MAT_00035,abbreviated
IOCL,IOC-FIL-707303,"PROCESS FILTER SS316 0.75"" API 614",Application: industrial service. Material: SS316. Size: 20 mm. Standard: API 614. Manufacturer: Eaton.,FLT-100,Filtration Materials,NOS,Eaton,Gujarat,27102.07,INR,SAP_S4,2021-05-29,MAT_06394,unit_variation
ONGC,OGC-ALT-005117,BUTTERFLY VALVE CS DN200 CLASS 600 API 6D,Application: industrial service. Material: CS. Size: 200 mm. Pressure class: 600. Standard: API 6D.,VLV-10,Flow Control Valves,EA,KSB,Ahmedabad,189662.4,INR,SAP_MM,2016-01-24,MAT_00523,standard_included
NTPC,NTP-ALT-005408,XLPE  ARMOURED  CABLE  3C  50  SQMM  COPPER  IS  7098,Application: industrial service. Material: Copper. Size: 50 mm. Standard: IS 7098. Cores: 3.,CBL-80,Electrical Cables,MTR,RR Kabel,Korba,296.68,INR,SAP_ECC,2026-08-18,MAT_00250,abbreviated
SAIL,STL-INS-702935,TEMPERATURE GAUGE SS304 DN200 IEC 61508,Application: industrial service. Material: SS304. Size: 200 mm. Standard: IEC 61508. ,INS-120,Instrumentation,NOS,Honeywell,Bhilai,250924.93,INR,SAP_ECC,2017-01-19,MAT_02026,abbreviation_variation
SAIL,STL-CAB-704820,CONTROL CABLE 3C 50 SQMM ALUMINIUM IEC 60502 MFR HAVELLS,Application: industrial service. Material: Aluminium. Size: 50 mm. Standard: IEC 60502. ,CBL-80,Electrical Cables,MTR,Havells,Durgapur,782.97,INR,SAP_ECC,2022-12-25,MAT_03911,vendor_included
SAIL,STLPIP00006,LTCS PIPE 80MM SCH 80 API 5L MFR APL APOLLO,Application: industrial service. Material: LTCS. Size: 80 mm. Standard: API 5L. Schedule: 80.,PIP-20,Piping Materials,MTR,APL Apollo,Bhilai,4818.25,INR,SAP_ECC,2018-01-10,MAT_00006,vendor_included
IOCL,IOC-ALT-002826,"LTCS  PIPE  2""  SCH  80  ASTM  A106",Application: industrial service. Material: LTCS. Size: 50 mm. Standard: ASTM A106. Schedule: 80.,PIP-20,Piping Materials,M,,Paradip,4004.79,INR,SAP_ECC,2019-02-01,MAT_00018,noisy_erp
IOCL,IOC-ELE-704260,TERMINAL BLOCK THERMOPLASTIC DN160 CL415V IS 13947 MFR L&T,Application: industrial service. Material: Thermoplastic. Size: 160 mm. Pressure class: 415V. Standard: IS 13947. ,ELC-130,Electrical Switchgear & Components,PCS,L&T,Barauni,64798.07,INR,CUSTOM_ERP,2021-10-13,MAT_03351,vendor_included
SAIL,STL-FAS-00494,HEX HEAD BOLT SS304 M30 X 50MM IS 1363,Application: industrial service. Material: SS304. Size: 30 mm. Standard: IS 1363. Length Mm: 50.,FST-90,Fasteners,NOS,Precision Fasteners,Bhilai,297.62,INR,SAP_S4,2017-02-20,MAT_00494,typo_injected
NTPC,NTP-MOT-700884,160 SCH SS316 PIPE 1239 150MM IS,Application: industrial service. Material: Aluminium Wound. Size: 90 mm. Standard: IS 12615. ,MTR-70,Electrical Motors,EA,,Vijayawada,,,SAP_ECC,2019-12-06,MAT_00413,reordered
ONGC,OGC-VAL-00300,BUTTERFLY VALVE SS316,Application: industrial service. Material: SS316. Size: 150 mm. Pressure class: 600. Standard: ASME B16.34.,VLV-10,Flow Control Valves,NOS,,Uran,82962.82,INR,SAP_S4,2024-08-27,MAT_00300,partial_description
ONGC,OGC-FAS-00191,HEX  HEAD  BOLT  SS304  M6  X  125MM  IS  1363,Application: industrial service. Material: SS304. Size: 6 mm. Standard: IS 1363. Manufacturer: Precision Fasteners. Length Mm: 125.,FST-90,Fasteners,NOS,Precision Fasteners,Mumbai Offshore,325.51,INR,SAP_ECC,2020-02-26,MAT_00191,noisy_erp
CPCL,CPC-CAB-708882,POWER CABLE 5C 120 SQMM COPPER IEC 60502,Application: industrial service. Material: Copper. Size: 120 mm. Standard: IEC 60502. ,CBL-80,Electrical Cables,MTR,Polycab,Ennore,648.1,INR,SAP_S4,2017-11-14,MAT_07973,unit_variation
NTPC,NTP-ALT-002904,HEX    HEAD    BOLT    SS304    M10    X    100MM    IS    1363,Application: industrial service. Material: SS304. Size: 10 mm. Standard: IS 1363. Manufacturer: LPS Bossard. Length Mm: 100.,FST-90,Fasteners,NOS,,Vijayawada,847.97,INR,LEGACY_ERP,2026-02-13,MAT_00144,noisy_erp
CPCL,CPC-INS-704289,LEVEL TRANSMITTER / SS316 DN100 IEC 61508,Application: industrial service. Material: SS316. Size: 100 mm. Standard: IEC 61508. ,INS-120,Instrumentation,EA,,Manali,190835.9,INR,SAP_ECC,2017-08-13,MAT_03380,mixed_format
ONGC,OGC-INS-701855,DIFFERENTIAL PRESSURE TRANSMITTER DN25 SS304 ISA 5.1,Application: industrial service. Material: SS304. Size: 25 mm. Standard: ISA 5.1. Manufacturer: Siemens.,INS-120,Instrumentation,EA,Siemens,Mumbai Offshore,226872.18,INR,CUSTOM_ERP,2016-10-19,MAT_00946,reordered
NTPC,NTP-ELE-705114,"CONTACTOR POLYAMIDE 1"" CL440V IEC 60947",Application: industrial service. Material: Polyamide. Size: 25 mm. Pressure class: 440V. Standard: IEC 60947. ,ELC-130,Electrical Switchgear & Components,PCS,,Korba,,,SAP_MM,2024-05-18,MAT_04205,unit_variation
NTPC,NTP-MOT-707557,COPPER WOUND TEFC MOTOR FRAME 132 IEC 60034 1450RPM 75KW,Application: industrial service. Material: Copper Wound. Size: 132 mm. Standard: IEC 60034. Manufacturer: ABB.,MTR-70,Electrical Motors,SET,ABB,Singrauli,300767.74,INR,SAP_MM,2026-03-31,MAT_06648,reordered
NTPC,NTP-GAS-703829,GRAPHITE GASKET ASME B16.21 SS316/GRAPHITE DN15 CL900,,GSK-50,Sealing & Gasket Materials,NOS,James Walker,Vijayawada,5597.3,INR,LEGACY_ERP,2018-02-22,MAT_02920,reordered
CPCL,CPC-MOT-704153,AC INDUCTION MOTOR COPPER WOUND 30KW 2900RPM FRAME 180 IEC 60034,,MTR-70,Electrical Motors,NOS,Siemens,Manali,674905.11,INR,CUSTOM_ERP,2026-01-31,MAT_03244,unit_variation
IOCL,IOC-ALT-004241,AC INDUCTION MOTOR 22KW FRAME 132 IS 12615,,MTR-70,Electrical Motors,NOS,ABB,Panipat,532455.76,INR,CUSTOM_ERP,2018-03-23,MAT_00091,mixed_format
CPCL,CPC-ELE-704314,MCB THERMOPLASTIC NOMINAL BORE 40 CLASS 690V IEC 60898,Application: industrial service. Material: Thermoplastic. Size: 40 mm. Pressure class: 690V. Standard: IEC 60898. ,ELC-130,Electrical Switchgear & Components,NOS,ABB,Manali,32299.95,INR,SAP_MM,2016-07-11,MAT_03405,verbose
IOCL,IOC-MOT-00091,AC INDUCTION MOTOR 22KW FRAME 132 IS 12615,,MTR-70,Electrical Motors,NOS,ABB,Panipat,545038.42,INR,CUSTOM_ERP,2018-03-23,MAT_00091,missing_spec
CPCL,CPC-MOT-703262,SQUIRREL CAGE MOTOR ALUMINIUM WOUND 45KW 2900RPM FRAME 180 IS 1215,Application: industrial service. Material: Aluminium Wound. Size: 180 mm. Standard: IS 12615. Manufacturer: BHEL.,MTR-70,Electrical Motors,SET,,Ennore,356315.4,INR,LEGACY_ERP,2019-10-08,MAT_02353,typo_injected
NTPC,NTP-FAS-700389,"TRANSMITTER IEC 60770 6"" SS316 PRESSURE",,FST-90,Fasteners,PCS,Precision Fasteners,Korba,,,SAP_MM,2016-04-14,MAT_00070,verbose
ONGC,OGC-FAS-709070,PLAIN WASHER SS316 M12 X 150MM IS 1364 MFR SUNDRAM FASTENERS,,FST-90,Fasteners,NOS,Sundram Fasteners,Uran,279.65,INR,SAP_S4,2015-12-29,MAT_08161,vendor_included
SAIL,STL-PIP-00253,CS PIPE,,PIP-20,Piping Materials,MTR,APL Apollo,Durgapur,6560.86,INR,SAP_ECC,2020-04-20,MAT_00253,partial_description
CPCL,CPC-ALT-005292,"CL 0.5"" 300 VALVE GATE BS CS 5351",,VLV-10,Flow Control Valves,EA,Forbes Marshall,Manali,152150.16,INR,SAP_S4,2017-11-06,MAT_00129,reordered
NTPC,NTP-CAB-708284,PVC ARMOURED CABLE 2C 6 SQMM ALUMINIUM IS 1554 MFR POLYCAB,Application: industrial service. Material: Aluminium. Size: 6 mm. Standard: IS 1554. Manufacturer: Polycab.,CBL-80,Electrical Cables,RM,Polycab,Dadri,1551.37,INR,SAP_ECC,2019-01-16,MAT_07375,vendor_included
SAIL,STL-GAS-701816,PTFE  GASKET  SS316/GRAPHITE  DN40  CL300  ASME  B16.21 -,Application: industrial service. Material: SS316/Graphite. Size: 40 mm. Pressure class: 300. Standard: ASME B16.21. Manufacturer: Garlock.,GSK-50,Sealing & Gasket Materials,PCS,Garlock,Rourkela,1696.06,INR,LEGACY_ERP,2024-03-30,MAT_00907,noisy_erp
ONGC,OGC-PIP-704660,ASTM A312 TP316 / PROCESS PIPE 250NB SCH 160 ASTM A106,Application: industrial service. Material: ASTM A312 TP316. Size: 250 mm. Standard: ASTM A106. Manufacturer: Welspun.,PIP-20,Piping Materials,MTR,Welspun,Ahmedabad,4578.48,INR,SAP_MM,2019-04-14,MAT_03751,mixed_format
ONGC,OGC-ALT-004498,LTCS  PIPE  15MM  SCH  40  API  5L,,PIP-20,Piping Materials,M,Jindal SAW,Ahmedabad,1134.61,INR,CUSTOM_ERP,2020-07-01,MAT_00453,vendor_included
ONGC,OGC-SEA-707795,PACKING  SEAL  NBR  DN100  ISO  3069,Application: industrial service. Material: NBR. Size: 100 mm. Standard: ISO 3069. Manufacturer: John Crane.,SEL-110,Mechanical Seals,NOS,John Crane,Ahmedabad,17359.15,INR,LEGACY_ERP,2023-09-29,MAT_06886,noisy_erp
ONGC,OGC-FAS-703861,HEAVY HEX BOLT SS304 M30 X 25MM ASTM A193,,FST-90,Fasteners,EA,TVS,Uran,315.0,INR,SAP_S4,2026-02-25,MAT_02952,abbreviation_variation
NTPC,NTP-ALT-003293,"LTCS PIPE 3"" SCH 80 API 5L",,PIP-20,Piping Materials,M,Ratnamani Metals,Korba,7670.17,INR,SAP_S4,2020-05-24,MAT_00006,partial_description
CPCL,CPC-PIP-708557,ASTM A312 TP316 SS PIPE,Application: industrial service. Material: ASTM A312 TP316. Size: 15 mm. Standard: ASTM A106. Manufacturer: Ratnamani Metals.,PIP-20,Piping Materials,M,Ratnamani Metals,,2329.01,INR,LEGACY_ERP,2026-05-02,MAT_07648,partial_description
NTPC,NTP-VAL-00078,BUTTERFLY VALVE DI DN40 CLASS 150 ASME B16.34,Application: industrial service. Material: DI. Size: 40 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,EA,,,20037.73,INR,SAP_ECC,2020-12-26,MAT_00078,verbose
ONGC,OGC-ALT-003236,ASME FLANGE CS CLASS 600 ON B16.47 SLIP 200MM,Application: industrial service. Material: CS. Size: 200 mm. Pressure class: 600. Standard: ASME B16.47. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,NOS,,Ahmedabad,17065.8,INR,LEGACY_ERP,2017-09-07,MAT_00204,reordered
NTPC,NTP-FLA-00071,"SLIP ON FLANGE SS316 6"" ASME B16.47",,FLG-30,Pipe Flanges & Fittings,NOS,Viraj Profiles,Korba,13471.89,INR,SAP_S4,2021-01-05,MAT_00071,missing_spec
CPCL,CPC-BEA-701511,6300 CYLINDRICAL ROLLER BEARING ISO 15,Application: industrial service. Material: Chrome Steel. Size: 40 mm. Standard: ISO 15. ,BRG-40,Rotating Equipment Bearings,EA,NSK,Nagapattinam,70813.17,INR,SAP_MM,2015-09-02,MAT_00602,missing_spec
CPCL,CPC-FIL-701016,"SS316 PIPE 1.5"" SCH 40 ASTM A106",,FLT-100,Filtration Materials,NOS,Parker,Ennore,7862.02,INR,SAP_ECC,2022-10-05,MAT_00239,vendor_included
SAIL,STL-PIP-00150,SS316 PIPE 50MM SCH 10S ASTM A106,Application: industrial service. Material: SS316. Size: 50 mm. Standard: ASTM A106. Manufacturer: ISMT. Schedule: 10S.,PIP-20,Piping Materials,MTR,ISMT,Rourkela,4693.74,INR,SAP_ECC,2018-05-30,MAT_00150,standard_included
SAIL,STL-MOT-701641,AC INDUCTION MOTOR ALUMINIUM WOUND 15KW 2900RPM FRAME 200 IS 12615,Application: industrial service. Material: Aluminium Wound. Size: 200 mm. Standard: IS 12615. ,MTR-70,Electrical Motors,EA,BHEL,Bhilai,76072.05,INR,SAP_MM,2018-11-08,MAT_00732,unit_variation
IOCL,IOC-PUM-707458,VERTICAL PUMP SS304 DN200 API 610,Application: industrial service. Material: SS304. Size: 200 mm. Standard: API 610. ,PMP-60,Pumps & Pump Spares,SET,Flowserve,Barauni,139360.47,INR,LEGACY_ERP,2020-04-21,MAT_06549,abbreviation_variation
IOCL,IOC-FLA-707001,BLIND FLANGE CS A105 DN250 CL300 ASME B16.47,Application: industrial service. Material: CS A105. Size: 250 mm. Pressure class: 300. Standard: ASME B16.47. Manufacturer: Jindal.,FLG-30,Pipe Flanges & Fittings,PCS,Jindal,Panipat,,,CUSTOM_ERP,2017-07-14,MAT_06092,abbreviation_variation
NTPC,NTP-SEA-705864,OIL SEAL EPDM DN150 ASME B16.20,Application: industrial service. Material: EPDM. Size: 150 mm. Standard: ASME B16.20. Manufacturer: Freudenberg.,SEL-110,Mechanical Seals,EA,Freudenberg,Dadri,24755.24,INR,CUSTOM_ERP,2018-06-15,MAT_04955,typo_injected
ONGC,OGC-BEA-701338,"CS PIPE 1.5"" SCH 80 ASTM A106",Application: industrial service. Material: Bearing Steel. Size: 80 mm. Standard: ISO 15. Manufacturer: NBC.,BRG-40,Rotating Equipment Bearings,EA,,Uran,44405.49,INR,SAP_S4,2017-02-07,MAT_00509,partial_description
NTPC,NTP-BEA-708228,6300 TAPER ROLLER BEARING BORE 80MM ISO 492,Application: industrial service. Material: Chrome Steel. Size: 80 mm. Standard: ISO 492. Manufacturer: SKF.,BRG-40,Rotating Equipment Bearings,PCS,SKF,Korba,14918.64,INR,LEGACY_ERP,2015-12-16,MAT_07319,verbose
ONGC,OGC-PIP-00310,LTCS PIPE 2000MM SCH 40 ASTM A106,Application: industrial service. Materila: LTCS. Size: 200 mm. Standard: ASTM A106. Schedule: 40.,PIP-20,Piping Materials,RM,,Uran,,,LEGACY_ERP,2024-06-04,MAT_00310,typo_injected
NTPC,NTP-FIL-700511,O-RING SEAL NBR/EPDM/PTFE 65MM ASME B16.20,Application: industrial service. Material: Carbon Steel. Size: 50 mm. Standard: API 614. Manufacturer: Donaldson.,FLT-100,Filtration Materials,PCS,Donaldson,Vijayawada,6046.92,INR,LEGACY_ERP,2021-10-28,MAT_00333,verbose
NTPC,NTP-CAB-701654,INSTRUMENTATION CABLE 3C 1.5 SQMM ALUMINIUM IEC 60502,Application: industrial service. Material: Aluminium. Size: 1.5 mm. Standard: IEC 60502. Manufacturer: Finolex.,CBL-80,Electrical Cables,MTR,Finolex,Korba,1254.86,INR,SAP_MM,2025-09-21,MAT_00745,abbreviation_variation
NTPC,NTP-MOT-707232,FLAMEPROOF MOTOR ALUMINIUM WOUND 2900RPM FRAME 80 IS 12615,Application: industrial service. Material: Aluminium Wound. Size: 80 mm. Standard: IS 12615. Manufacturer: BHEL.,MTR-70,Electrical Motors,SET,BHEL,Vijayawada,675648.34,INR,LEGACY_ERP,2021-04-24,MAT_06323,missing_spec
CPCL,CPC-GAS-704673,RING TYPE JOINT GASKET SS316/GRAPHITE DN250 CL150 ASME B16.20,Application: industrial service. Material: SS316/Graphite. Size: 250 mm. Pressure class: 150. Standard: ASME B16.20. Manufacturer: Garlock.,GSK-50,Sealing & Gasket Materials,EA,Garlock,,2139.64,INR,LEGACY_ERP,2026-03-29,MAT_03764,abbreviation_variation
ONGC,OGC-ALT-003721,GATE VLV SS304 25NB CL600 BS 5351,Application: industrial service. Material: SS304. Size: 25 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,NOS,Forbes Marshall,,222257.78,INR,LEGACY_ERP,2018-07-14,MAT_00075,standard_included
SAIL,STL-FIL-708346,AIR FILTER CARBON STEEL DN150 API 614 MFR EATON,Application: industrial service. Material: Carbon Steel. Size: 150 mm. Standard: API 614. Manufacturer: Eaton.,FLT-100,Filtration Materials,EA,,Durgapur,30789.77,INR,SAP_ECC,2020-03-13,MAT_07437,vendor_included
SAIL,STL-ALT-005264,OIL FILTER CARBON STEEEL/SS DN100 ISO 16889,Application: industrial service. Material: Carbon Steel/SS. Size: 100 mm. Standard: ISO 16889. Manufacturer: Hydac.,FLT-100,Filtration Materials,NOS,,Bokaro,24279.51,INR,SAP_MM,2022-04-21,MAT_00067,typo_injected
NTPC,NTP-PUM-702061,GEAR PUMP / CAST IRON DN25 IS 5120,Application: industrial service. Material: Cast Iron. Size: 25 mm. Standard: IS 5120. Manufacturer: Sulzer.,PMP-60,Pumps & Pump Spares,SET,Sulzer,Dadri,236307.65,INR,CUSTOM_ERP,2017-02-01,MAT_01152,mixed_format
SAIL,STL-PUM-703569,GEAR PUMP CAST STEEL DN100,,PMP-60,Pumps & Pump Spares,NOS,Grundfos,Bhilai,777918.17,INR,SAP_MM,2017-03-19,MAT_02660,missing_spec
SAIL,STL-VAL-00063,BALL VLV SS304 40MM CL 150 API 6D,Application: industrial service. Material: SS304. Size: 40 mm. Pressure class: 150. Standard: API 6D. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,NOS,Forbes Marshall,,174890.36,INR,SAP_S4,2021-03-19,MAT_00063,abbreviation_variation
IOCL,IOC-VAL-00477,BUTTERFLY VALVE CS 150MM CL 600,,VLV-10,Flow Control Valves,NOS,L&T Valves,Barauni,70606.68,INR,SAP_ECC,2016-09-03,MAT_00477,missing_spec
ONGC,OGC-CAB-00182,XLPE  ARMOURED  CABLE  2C  4  SQMM  COPPER  IS  7098,Application: industrial service. Material: Copper. Size: 4 mm. Standard: IS 7098. Manufacturer: KEI. Cores: 2.,CBL-80,Electrical Cables,RM,KEI,Hazira,347.43,INR,CUSTOM_ERP,2023-04-13,MAT_00182,noisy_erp
CPCL,CPC-MOT-705210,TEFC MOTOR ALUMINIUM WOUND 15KW 960RPM FRAME 225 IS 12615,,MTR-70,Electrical Motors,NOS,Baldor,Manali,50710.5,INR,SAP_S4,2016-06-10,MAT_04301,standard_included
